source_strategy,source_category_id,source_category_name,source_category_path,source_asin,source_parent_asin,product_name,category,marketplace,target_price,cost,shipping,fba_fee,referral_fee_rate,est_monthly_sales,avg_review_count,avg_rating,top10_review_share,keyword_search_volume,keyword_cpc,seasonality_score,differentiation_score,compliance_risk,fragile_risk,oversize_risk,market_data_completeness,profit_data_confidence,evidence_confidence,evidence_grade,data_source_summary,profit_estimate_status,notes,listing_url,opportunity_score,recommendation,gross_profit_per_unit,gross_margin,monthly_gross_profit,demand_score,competition_score,profitability_score,risk_score,risk_control_score,key_flags,brand_moat_reason,hard_stop_reason,archive_key,archive_first_seen,archive_last_seen,archive_seen_count,archive_best_score,archive_latest_score,archive_best_recommendation,archive_latest_recommendation,archive_status,archive_last_run_id,research_status,archive_notes
category:Bathroom Shelves,,,,B0H4YM29XQ,B0H6J54PH6,Gold Acrylic Bathroom Shelf Wall Mounted Floating Organizer with Front Lip,"['Tools & Home Improvement', 'hi']",US,17.99,5.04,1.44,6.37,0.15,222.0,24.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0H4YM29XQ; parent B0H6J54PH6; brand Care&More YJ,https://www.amazon.com/dp/B0H4YM29XQ,58.4,Watch or collect more data,2.44,0.1357,542.01,41.0,63.3,0.0,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0H4YM29XQ,2026-08-31 08:10:41,2026-08-31 08:10:41,1,58.4,58.4,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260831_personal_seller_rules,watchlist,
higher_ticket_lightweight,,,,B0CXT2N5B7,B0DGQ5LQ4J,"Hompet Dog Grass Pad with Tray Large, 41'x27', 2 Reusable Artificial Turf for Dogs Potty, Waterproof Non-Slip Washable Pee Pads, Quickly Absorbency Portable Dog Litter Box for Indoor/Outdoor Use","['Pet Supplies', 'pet-supplies']",US,109.99,30.8,8.8,17.42,0.15,1498.0,505.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,,,,,,,Imported from Sorftime; ASIN B0CXT2N5B7; parent B0DGQ5LQ4J; brand Hompet,https://www.amazon.com/dp/B0CXT2N5B7,58.3,Watch or collect more data,36.47,0.3316,54634.31,87.3,28.3,70.9,31.0,69.0,gross margin below 35%; oversize risk,,,asin:B0CXT2N5B7,2026-05-23 18:59:50,2026-05-23 18:59:50,1,58.3,58.3,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260523_185950,watchlist,
category:Cleaning Tools,3398891,Cleaning Tools,Sports & Outdoors > Sports > Boating & Sailing > Boating > Maintenance Supplies > Cleaning Tools,B00EVIP8O0,,STAR BRITE Deluxe Telescoping Brush Kit,Sports & Outdoors > Sports > Boating & Sailing > Boating > Maintenance Supplies > Cleaning Tools,US,75.96,21.27,6.08,14.07,0.15,333.0,151.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B00EVIP8O0; brand STAR BRITE,https://www.amazon.com/dp/B00EVIP8O0,58.0,Watch or collect more data,23.15,0.3047,7707.62,59.5,50.8,62.8,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B00EVIP8O0,2026-09-01 21:50:14,2026-09-01 21:50:14,1,58.0,58.0,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260901_mcp_rules_replay,watchlist,
higher_ticket_lightweight,,,,B0DH22GSX2,B0DQW1RB93,"RUGSREAL Living Room Area Rug 9x12 Machine Washable Rug Non-Slip Stain Resistant Modern Abstract Bedroom Rug Contemporary Throw Floor Carpet for Dining Room Solid Area Rug for Home Office, Beige","['Home & Kitchen', 'home-garden']",US,142.49,39.9,11.4,22.45,0.15,1491.0,567.0,4.2,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,85.0,,,,,,,Imported from Sorftime; ASIN B0DH22GSX2; parent B0DQW1RB93; brand RUGSREAL,https://www.amazon.com/dp/B0DH22GSX2,57.9,Watch or collect more data,47.37,0.3324,70623.45,87.3,28.3,71.0,35.0,65.0,gross margin below 35%; oversize risk,,,asin:B0DH22GSX2,2026-05-23 18:59:50,2026-05-23 18:59:50,1,57.9,57.9,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260523_185950,watchlist,
category:Lidded Storage Bins,,,,B0GL1TBL8M,B0H5C7K6NW,"Storage Bins with Lids,7Qt Clear Stackable Storage Containers With Lids Buckle Latches.Perfect for LEGO, Crafts, Office Supplies, and Dorm Room Organization,6-Pack (Clear)","['Home & Kitchen', 'home-garden']",US,23.49,6.58,1.88,9.55,0.15,1609.0,244.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,45.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0GL1TBL8M; parent B0H5C7K6NW; brand AREYZIN,https://www.amazon.com/dp/B0GL1TBL8M,57.9,Watch or collect more data,1.96,0.0833,3148.01,87.3,40.8,6.1,27.0,73.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0GL1TBL8M,2026-08-31 08:10:41,2026-08-31 08:10:41,1,57.9,57.9,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260831_personal_seller_rules,watchlist,
category:Shelf Baskets,,,,B0DR8HJFWB,B0F8B2N5R5,"UBBCARE 2 Pack Wicker Basket, 10.5×10.5 Storage Cubes with Label, Foldable Cube Storage Bin with Handle, Square Storage Basket for Shelves, Woven Paper Rope Basket for Organizing, Black","['Home & Kitchen', 'home-garden']",US,21.99,6.16,1.76,7.92,0.15,967.0,208.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,45.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DR8HJFWB; parent B0F8B2N5R5; brand UBBCARE,https://www.amazon.com/dp/B0DR8HJFWB,57.9,Watch or collect more data,2.85,0.1297,2757.4,87.3,40.8,5.0,27.0,73.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0DR8HJFWB,2026-08-31 08:10:41,2026-08-31 08:10:41,1,57.9,57.9,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260831_personal_seller_rules,watchlist,
category:Storage Boxes,,,,B0F8GRZJGR,B0FV2D5V6G,"EOENVIVS Plastic Storage Bins with Lids 6 Pack Storage Organizer, 7 Quart Stackable Storage Boxes with Buckle Lids and Handle easy for Home Office Pantry Organization, Clear","['Home & Kitchen', 'home-garden']",US,22.75,6.37,1.82,9.46,0.15,1684.0,319.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,45.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0F8GRZJGR; parent B0FV2D5V6G; brand EOENVIVS,https://www.amazon.com/dp/B0F8GRZJGR,57.9,Watch or collect more data,1.69,0.0742,2841.75,87.3,40.8,5.3,27.0,73.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0F8GRZJGR,2026-08-31 08:10:41,2026-08-31 08:10:41,1,57.9,57.9,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260831_personal_seller_rules,watchlist,
category:Storage Boxes,,,,B0GDDTFF6R,B0CPHTNQ87,"Clothes Storage Bins with Metal Frame, Foldable Clothes Organizers Storage Containers for Clothes, Sheets, Blankets, Pillows and Towels (24L, 3 Pack, Deep Grey)","['Home & Kitchen', 'home-garden']",US,19.99,5.6,1.6,7.84,0.15,1606.0,341.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,45.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0GDDTFF6R; parent B0CPHTNQ87; brand LeArex,https://www.amazon.com/dp/B0GDDTFF6R,57.9,Watch or collect more data,1.95,0.0976,3134.11,87.3,40.8,6.1,27.0,73.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0GDDTFF6R,2026-08-31 08:10:41,2026-08-31 08:10:41,1,57.9,57.9,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260831_personal_seller_rules,watchlist,
category:Storage Boxes,,,,B0CN6G2DJ6,B0CN6GD5R8,"LonlyEagle 6 Pcs Clear A4 File Portable Project Case, Plastic Storage Box for 8.5“ x 11“ Letter Paper, Scrapbook Paper Storage Boxes Documents Magazines Holder","['Office Products', 'office-products']",US,24.99,7.0,2.0,7.93,0.15,832.0,334.0,4.2,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,45.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CN6G2DJ6; parent B0CN6GD5R8; brand LonlyEagle,https://www.amazon.com/dp/B0CN6G2DJ6,57.9,Watch or collect more data,4.31,0.1725,3587.17,87.3,40.8,7.4,27.0,73.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0CN6G2DJ6,2026-08-31 08:10:41,2026-08-31 08:10:41,1,57.9,57.9,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260831_personal_seller_rules,watchlist,
category:Storage Boxes,,,,B0DWTT4QQT,B0GS38Q9C1,"IRIS USA Flip Top Storage Containers |Made in USA| Small (10-Pack) - Clear | Vertical Bins with Removable Lids for Organizing Office, Craft, Pantry, Art, Ephemera & Study Supplies","['Home & Kitchen', 'home-garden']",US,16.99,4.76,1.36,9.37,0.15,708.0,228.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,45.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DWTT4QQT; parent B0GS38Q9C1; brand IRIS USA,https://www.amazon.com/dp/B0DWTT4QQT,57.9,Watch or collect more data,-1.05,-0.0617,-742.34,87.3,40.8,0.0,27.0,73.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0DWTT4QQT,2026-08-31 08:10:41,2026-08-31 08:10:41,1,57.9,57.9,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260831_personal_seller_rules,watchlist,
"category:Pots, Pans & Griddles",3258961011,"Pots, Pans & Griddles","Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Camping Cookware > Pots, Pans & Griddles",B0F8B9FG3J,,"THTYBROS 27pcs Camping Cooking Set for 2-4 People, Portable Cookware Set with Kettle, Pots & Pans, Stainless Steel Utensils, Plates, Dishware for Backpacking, Picnic, Outdoor Adventures","Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Camping Cookware > Pots, Pans & Griddles",US,49.99,14.0,4.0,8.06,0.15,679.0,281.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0F8B9FG3J; brand THTYBROS,https://www.amazon.com/dp/B0F8B9FG3J,57.7,Watch or collect more data,16.43,0.3287,11156.99,87.3,40.8,53.4,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0F8B9FG3J,2026-09-01 21:42:46,2026-09-01 21:42:46,1,57.7,57.7,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260901_214146,watchlist,
category:Edible Printer Paper & Frosting Sheets,8147491011,Edible Printer Paper & Frosting Sheets,Home & Kitchen > Kitchen & Dining > Bakeware > Decorating Tools > Edible Printer Ink & Paper > Edible Printer Paper & Frosting Sheets,B0GGHGXJ9K,,"Edible Wafer Paper 8.5“ x 11“ A4 Size, White Edible Printer Sheets for Cake Topper Decoration Edible Rice Paper 25pcs (0.3mm)",Home & Kitchen > Kitchen & Dining > Bakeware > Decorating Tools > Edible Printer Ink & Paper > Edible Printer Paper & Frosting Sheets,US,19.99,5.6,1.6,3.6,0.15,508.0,38.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,50.0,20.0,42.5,C,"observed:sales,reviews,rating; estimated:price,fba_fee,search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0GGHGXJ9K; brand SIMEKKO,https://www.amazon.com/dp/B0GGHGXJ9K,57.7,Watch or collect more data,6.19,0.3097,3145.28,87.3,59.3,16.5,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; evidence confidence below supplier-validation threshold,,,asin:B0GGHGXJ9K,2026-09-01 21:50:14,2026-09-01 21:50:14,1,57.7,57.7,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260901_mcp_rules_replay,watchlist,
category:Raised Toilet Seats,3775401,Raised Toilet Seats,Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Raised Toilet Seats,B0FN7T9CMD,,"KingPavonini Raised Toilet Seat with Handles for Elderly, 500 lbs Capacity | Adjustable Height & Width, Toilet Seat Risers for Seniors, Handicap & Pregnancy Bathroom Safety, Fits Any Toilet",Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Raised Toilet Seats,US,59.99,16.8,4.8,11.38,0.15,2718.0,246.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FN7T9CMD; brand KingPavonini,https://www.amazon.com/dp/B0FN7T9CMD,57.6,Watch or collect more data,18.01,0.3002,48955.26,87.3,40.8,52.7,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0FN7T9CMD,2026-09-01 21:42:46,2026-09-01 21:42:46,1,57.6,57.6,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260901_214146,watchlist,
category:Raised Toilet Seats,3775401,Raised Toilet Seats,Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Raised Toilet Seats,B0GLFNZKV5,,"KEKOY Toilet Seat Risers for Seniors, Adjustable Height Width, Fits Most | Padded Elevated with Handles, Tool Free Install, Fits Most Round Elongated Toilets for Handicap,Ideal for Bathroom, Grey",Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Raised Toilet Seats,US,69.95,19.59,5.6,15.36,0.15,333.0,79.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0GLFNZKV5; brand Kekoy,https://www.amazon.com/dp/B0GLFNZKV5,57.6,Watch or collect more data,18.91,0.2703,6296.2,59.5,58.3,45.7,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0GLFNZKV5,2026-09-01 21:50:14,2026-09-01 21:50:14,1,57.6,57.6,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260901_mcp_rules_replay,watchlist,
category:Push Brooms,14253851,Push Brooms,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Sweeping > Brooms > Push Brooms,B0GY82143R,,3 in 1 Adjustable Small Floor Scrub Brush with Long Handle,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Sweeping > Brooms > Push Brooms,US,17.99,5.04,1.44,5.77,0.15,1249.0,27.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0GY82143R; brand HelpX,https://www.amazon.com/dp/B0GY82143R,57.6,Watch or collect more data,3.04,0.1691,3798.83,87.3,63.3,8.0,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0GY82143R,2026-09-01 21:50:14,2026-09-01 21:52:33,2,57.6,57.6,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260901_personal_seller_replay,watchlist,
category:Wine Pourers,678498011,Wine Pourers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Wine Stoppers & Pourers > Wine Pourers,B0F1H6B5VJ,,"Songbird Specialties Singing Bird Wine Bottle Pourer, Red | It chirps as you pour and gets guests smiling. A fun wine gift for bird lovers, wine lovers, and anyone who entertains.",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Wine Stoppers & Pourers > Wine Pourers,US,29.99,8.4,2.4,4.9,0.15,1049.0,147.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0F1H6B5VJ; brand SONGBIRD SPECIALTIES,https://www.amazon.com/dp/B0F1H6B5VJ,57.4,Watch or collect more data,9.79,0.3265,10271.28,87.3,46.8,39.8,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0F1H6B5VJ,2026-09-01 21:42:46,2026-09-01 21:42:46,1,57.4,57.4,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260901_214146,watchlist,
higher_ticket_lightweight,,,,B0DM1GRXS9,B0DM1C7TGL,"sancua Royal Blue Round Tablecloths 120 Inch, 6 Pack - Circle Fabric Cloth Table Cloths for Independence Day Wedding Party Banquet Birthday, Washable Polyester Table Cover (Fit 30-72 Inch Tables)","['Kitchen & Dining', 'kitchen']",US,66.99,18.76,5.36,11.46,0.15,1494.0,369.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,85.0,,,,,,,Imported from Sorftime; ASIN B0DM1GRXS9; parent B0DM1C7TGL; brand sancua,https://www.amazon.com/dp/B0DM1GRXS9,57.3,Watch or collect more data,21.36,0.3189,31914.08,87.3,36.8,61.9,35.0,65.0,gross margin below 35%; oversize risk,,,asin:B0DM1GRXS9,2026-05-23 18:59:50,2026-05-23 18:59:50,1,57.3,57.3,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260523_185950,watchlist,
newer_low_review,,,,B0FYBXXJ21,B0G5N8NLPJ,"GENIMO Indoor Outdoor Area Rug 5‘x8‘, Machine Washable Rugs for Patio, Waterproof, Non-Slip Easy Cleaning Floral Outdoor Mat Carpet for Living Room, Bedroom, RV, Balcony, Deck, Camping, Navy Blue","['Patio, Lawn & Garden', 'lawn-garden']",US,53.99,15.12,4.32,10.39,0.15,1795.0,185.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,,,,,,,Imported from Sorftime; ASIN B0FYBXXJ21; parent B0G5N8NLPJ; brand GENIMO,https://www.amazon.com/dp/B0FYBXXJ21,57.2,Watch or collect more data,16.06,0.2975,28830.39,87.3,50.8,48.5,31.0,69.0,gross margin below 35%; oversize risk,,,asin:B0FYBXXJ21,2026-05-23 18:59:50,2026-05-23 18:59:50,1,57.2,57.2,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260523_185950,watchlist,
category:Ice Buckets,678496011,Ice Buckets,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Ice Buckets & Tongs > Ice Buckets,B0FLXLY3DV,,OBTANIM 4 Pack 4 Gallon Galvanized Ice Buckets Metal Champagne Drink Cooler Ice Tub with Carry Handles for Beer Cocktails Wine Beverage Home Parties Bar Cooling Supplies (Silvery),Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Ice Buckets & Tongs > Ice Buckets,US,36.99,10.36,2.96,9.76,0.15,1304.0,134.0,4.0,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FLXLY3DV; brand OBTANIM,https://www.amazon.com/dp/B0FLXLY3DV,57.2,Watch or collect more data,8.36,0.226,10903.4,87.3,52.8,26.7,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0FLXLY3DV,2026-09-01 21:42:46,2026-09-01 21:42:46,1,57.2,57.2,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260901_214146,watchlist,
category:Beer Glasses,,,,B0FZLGN38Y,B0FZLGN38Y,"Official FIFA World Cup 2026 17oz Trophy Pilsner & Bottle Opener Set | Set of 2, 6-inch Magnetic Bottle Opener, Shatterproof","['Sports & Outdoors', 'sporting-goods']",US,49.99,14.0,4.0,6.38,0.15,261.0,96.0,3.7,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,,,,,,,Imported from Sorftime; ASIN B0FZLGN38Y; parent B0FZLGN38Y; brand Wagon International,https://www.amazon.com/dp/B0FZLGN38Y,56.2,Watch or collect more data,18.11,0.3623,4727.1,47.5,60.3,51.8,22.0,78.0,clean early risk profile,,,asin:B0FZLGN38Y,2026-05-29 10:45:09,2026-08-09 17:39:08,2,57.1,56.2,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260809_173908,watchlist,
category:Hand Brooms,14253841,Hand Brooms,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Sweeping > Brooms > Hand Brooms,B0H7RGWB94,,"MOPALL Broom with Dustpan Combo Set with 53“ Long Handle Inc 2 Broom Heads | Self-Cleaning Dustpan Teeth, 180° Swivel Brooms Head, Angled Bristle, Standing Dustpan for Sweeping Indoor Dog Cat Pets Hair",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Sweeping > Brooms > Hand Brooms,US,21.97,6.15,1.76,8.4,0.15,632.0,28.0,3.9,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0H7RGWB94; brand MOPALL,https://www.amazon.com/dp/B0H7RGWB94,57.1,Watch or collect more data,2.36,0.1076,1494.36,87.3,65.3,1.4,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0H7RGWB94,2026-09-01 21:42:46,2026-09-01 21:42:46,1,57.1,57.1,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260901_214146,watchlist,
category:Vertical Plate Holders,,,,B0DQXLP2SV,B0F9PH466C,"MAPVOLUT 14 Pcs Invisible Plate Hangers for The Wall - 4/6/8/10 Inch Stainless Steel Decorative Plate Holers for Display, Artwork & Home Decor (Includes 14 Wall Hooks & 56 Tip Protectors & Guide)","['Kitchen & Dining', 'kitchen']",US,13.59,3.81,1.09,4.17,0.15,293.0,94.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DQXLP2SV; parent B0F9PH466C; brand MAPVOLUT,https://www.amazon.com/dp/B0DQXLP2SV,56.9,Watch or collect more data,2.48,0.1826,727.08,52.8,54.3,0.0,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0DQXLP2SV,2026-08-31 08:10:41,2026-08-31 08:10:41,1,56.9,56.9,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260831_personal_seller_rules,watchlist,
category:Lidded Storage Bins,,,,B09RH31X6L,B0GQR3LWGT,"Clear Storage Latch Box/Bin, 2-Pack Plastic Organizing Container with Handle and Lids (7 QT/16QT)","['Home & Kitchen', 'home-garden']",US,23.99,6.72,1.92,9.27,0.15,1089.0,397.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B09RH31X6L; parent B0GQR3LWGT; brand JUJIAJIA,https://www.amazon.com/dp/B09RH31X6L,56.8,Watch or collect more data,2.48,0.1034,2702.35,87.3,36.8,4.9,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B09RH31X6L,2026-08-31 08:10:41,2026-08-31 08:10:41,1,56.8,56.8,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260831_personal_seller_rules,watchlist,
category:Shelf Baskets,,,,B0FD9TXKYH,B0FND5PK38,OIAHOMY Woven Storage Basket for Shelves Rope Baskets for Organizing Brown,"['Home & Kitchen', 'home-garden']",US,14.39,4.03,1.15,5.77,0.15,1024.0,235.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FD9TXKYH; parent B0FND5PK38; brand OIAHOMY,https://www.amazon.com/dp/B0FD9TXKYH,56.8,Watch or collect more data,1.28,0.0891,1312.26,87.3,36.8,0.9,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0FD9TXKYH,2026-08-31 08:10:41,2026-08-31 08:10:41,1,56.8,56.8,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260831_personal_seller_rules,watchlist,
category:Shelf Baskets,,,,B0FHKMP6NX,B0FHJRHMQL,"Woodland Animal Storage Basket Waterproof Canvas Toy Storage Bin Home Forest Decor Collapsible Outdoor Basket with Leather Handles Woodland Decor Blanket Baskets For Closets,Bedrooms,Gifts Baskets","['Home & Kitchen', 'home-garden']",US,15.99,4.48,1.28,7.2,0.15,728.0,216.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FHKMP6NX; parent B0FHJRHMQL; brand AmazerPad,https://www.amazon.com/dp/B0FHKMP6NX,56.8,Watch or collect more data,0.63,0.0395,459.73,87.3,36.8,0.0,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0FHKMP6NX,2026-08-31 08:10:41,2026-08-31 08:10:41,1,56.8,56.8,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260831_personal_seller_rules,watchlist,
category:Storage Boxes,,,,B001B32LHA,B001B32LHA,"Sterilite Storage Crate, Stackable Plastic Bin Open Basket with Handles, Organize Home, Garage, Office, School, White, 1-Pack","['Home & Kitchen', 'home-garden']",US,18.72,5.24,1.5,3.5,0.15,563.0,211.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,65.0,20.0,53.8,C,"observed:price,sales,reviews,rating; estimated:fba_fee,search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B001B32LHA; parent B001B32LHA; brand Sterilite,https://www.amazon.com/dp/B001B32LHA,56.8,Watch or collect more data,5.67,0.303,3193.34,87.3,36.8,14.7,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; evidence confidence below supplier-validation threshold,,,asin:B001B32LHA,2026-08-31 08:10:41,2026-08-31 08:10:41,1,56.8,56.8,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260831_personal_seller_rules,watchlist,
