source_strategy,source_asin,source_parent_asin,product_name,category,marketplace,target_price,cost,shipping,fba_fee,referral_fee_rate,est_monthly_sales,avg_review_count,avg_rating,top10_review_share,keyword_search_volume,keyword_cpc,seasonality_score,differentiation_score,compliance_risk,fragile_risk,oversize_risk,market_data_completeness,profit_data_confidence,evidence_confidence,evidence_grade,data_source_summary,profit_estimate_status,notes,listing_url,opportunity_score,recommendation,gross_profit_per_unit,gross_margin,monthly_gross_profit,demand_score,competition_score,profitability_score,risk_score,risk_control_score,key_flags,brand_moat_reason,hard_stop_reason,archive_key,archive_first_seen,archive_last_seen,archive_seen_count,archive_best_score,archive_latest_score,archive_best_recommendation,archive_latest_recommendation,archive_status,archive_last_run_id,research_status,archive_notes
category:Lidded Storage Bins,B0FF42D4JM,B0FF42QP69,"ORGIDOL Plastic Storage Basket with Lids 10 Pack Stackable Colorful Storage Bins Containers with Lid, Decorative Storage Boxes for Organizing Shelves, Drawers, Playroom, Classroom, Office, Closet","['Home & Kitchen', 'home-garden']",US,29.99,8.4,2.4,9.55,0.15,1396.0,195.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FF42D4JM; parent B0FF42QP69; brand ORGIDOL,https://www.amazon.com/dp/B0FF42D4JM,35.0,Reject,5.14,0.1714,7177.53,87.3,50.8,17.9,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Lidded Storage Bins,B0CX979FY1,B0F1B8D683,"Superio 6.25 Quart Clear Plastic Storage Bin with Lid, Non-Toxic, BPA Free, Odor Free, Organizer Storage Box, Stackable Plastic Tote for Home, Garage, School, and Office (Pack of 4)","['Home & Kitchen', 'home-garden']",US,51.96,14.55,4.16,7.79,0.15,1385.0,150.0,4.2,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,70.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CX979FY1; parent B0F1B8D683; brand Superio,https://www.amazon.com/dp/B0CX979FY1,35.0,Reject,17.67,0.34,24467.41,87.3,50.8,57.3,32.0,68.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Lidded Storage Bins,B0FM1GP5HD,B0H82KK1XS,"Plastic Storage Bins with Lids, Clear Stackable Storage Containers - 21 Qt","['Home & Kitchen', 'home-garden']",US,27.99,7.84,2.24,11.08,0.15,1202.0,122.0,4.2,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,70.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FM1GP5HD; parent B0H82KK1XS; brand Tribello,https://www.amazon.com/dp/B0FM1GP5HD,35.0,Reject,2.63,0.094,3163.06,87.3,50.8,6.2,32.0,68.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Lidded Storage Bins,B0B1S57SJR,B0GWN1BMM6,"Sterilite Modular Stacker Box with Latching Lid, 16 Quart, 6-Pack | Clear Plastic Storage Bins - Stackable Organizing Container Boxes for Closet, Bathroom, and Office","['Home & Kitchen', 'home-garden']",US,49.99,14.0,4.0,9.0,0.15,1137.0,913.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,65.0,20.0,53.8,C,"observed:price,sales,reviews,rating; estimated:fba_fee,search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0B1S57SJR; parent B0GWN1BMM6; brand Sterilite,https://www.amazon.com/dp/B0B1S57SJR,35.0,Reject,15.49,0.3099,17613.84,87.3,14.3,49.0,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk; evidence confidence below supplier-validation threshold,,hard oversize/logistics risk,,,,,,,,,,,,
category:Lidded Storage Bins,B0CS97MQS5,B0GTZ2TLJL,"Ohmlove 8 Pack Plastic Storage Baskets with Lids for Organization | Stackable Storage bins, Storages Baskets for Organizing Shelves Drawers Desktop Closet Playroom Classroom Office, Black","['Home & Kitchen', 'home-garden']",US,26.09,7.31,2.09,8.98,0.15,1111.0,643.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CS97MQS5; parent B0GTZ2TLJL; brand Ohmlove,https://www.amazon.com/dp/B0CS97MQS5,35.0,Reject,3.8,0.1455,4217.91,87.3,24.3,9.2,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Lidded Storage Bins,B0FPRFFNH6,B0G1KJT88T,"Extra Large Storage Bin, 40 Gallon Wheeled Plastic Storage Container with Handle, Green, Pack of 2 (GREEN)","['Home & Kitchen', 'home-garden']",US,49.99,14.0,4.0,9.0,0.15,1092.0,96.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,65.0,20.0,53.8,C,"observed:price,sales,reviews,rating; estimated:fba_fee,search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FPRFFNH6; parent B0G1KJT88T; brand COKELARIA,https://www.amazon.com/dp/B0FPRFFNH6,35.0,Reject,15.49,0.3099,16916.72,87.3,54.3,49.0,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk; evidence confidence below supplier-validation threshold,,hard oversize/logistics risk,,,,,,,,,,,,
category:Lidded Storage Bins,B06ZY7T5NT,B0F1XR2JP8,"HOMZ Durabilt Plastic Storage Bins with Lids, 15 Gal, Black/Yellow, 2 Pack","['Home & Kitchen', 'home-garden']",US,64.99,18.2,5.2,11.7,0.15,1055.0,1064.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,85.0,65.0,20.0,53.8,C,"observed:price,sales,reviews,rating; estimated:fba_fee,search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B06ZY7T5NT; parent B0F1XR2JP8; brand HOMZ,https://www.amazon.com/dp/B06ZY7T5NT,35.0,Reject,20.14,0.3099,21249.28,87.3,14.3,58.3,35.0,65.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk; evidence confidence below supplier-validation threshold,,hard oversize/logistics risk,,,,,,,,,,,,
category:Lidded Storage Bins,B0GRGLSPHM,B0G89NGZQC,"StorageWorks Fabric Storage Bins, Storage Basket with Lid, Closet Bins | Lidded Dust-proof, Easy Pull Handles, Foldable, Stackable, Ideal for Clothes Blanket Towel, Large, Rustic Linen, 3-Pack","['Home & Kitchen', 'home-garden']",US,29.99,8.4,2.4,8.5,0.15,1011.0,1004.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0GRGLSPHM; parent B0G89NGZQC; brand StorageWorks,https://www.amazon.com/dp/B0GRGLSPHM,35.0,Reject,6.19,0.2065,6259.61,87.3,14.3,17.4,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Lidded Storage Bins,B0FVSCWNT9,B0GQM89MK8,"StorageWorks Storage Bins with Lids, Fabric Closet Storage Bins, Large","['Home & Kitchen', 'home-garden']",US,29.99,8.4,2.4,7.93,0.15,971.0,105.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FVSCWNT9; parent B0GQM89MK8; brand StorageWorks,https://www.amazon.com/dp/B0FVSCWNT9,35.0,Reject,6.76,0.2255,6565.42,87.3,50.8,19.4,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Lidded Storage Bins,B0CJ5314QN,B0FQW6HXFC,"Homsorout Storage Bins with Lids - Fabric Closet Storage Bins with Window, Collapsible Baskets for Shelves 4 Pack, Home Decorative Boxes for Clothes, Closet, Office, Grey","['Home & Kitchen', 'home-garden']",US,26.99,7.56,2.16,8.33,0.15,948.0,711.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CJ5314QN; parent B0FQW6HXFC; brand Homsorout,https://www.amazon.com/dp/B0CJ5314QN,35.0,Reject,4.89,0.1812,4637.14,87.3,24.3,10.4,31.0,69.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Lidded Storage Bins,B0F1YLLK3Q,B0HBMK7ZSC,Attelite Acrylic Display Case for Collectibles 3 Adjustable Layers 2Pack,"['Home & Kitchen', 'home-garden']",US,35.14,9.84,2.81,9.23,0.15,877.0,323.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0F1YLLK3Q; parent B0HBMK7ZSC; brand Attelite,https://www.amazon.com/dp/B0F1YLLK3Q,35.0,Reject,7.99,0.2273,7006.35,87.3,36.8,23.1,31.0,69.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Open Storage Bins,B0DFQKX3NV,B0DPN7T6HG,"Sorbus Storage Bins with Clear Window, 6 Pack (13', Pastel Multi-Color)","['Home & Kitchen', 'home-garden']",US,35.99,10.08,2.88,9.4,0.15,4699.0,163.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DFQKX3NV; parent B0DPN7T6HG; brand Sorbus,https://www.amazon.com/dp/B0DFQKX3NV,35.0,Reject,8.23,0.2287,38679.82,87.3,46.8,26.5,31.0,69.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Open Storage Bins,B0CD45XMBX,B0FS1PJS58,"Pradnel Linen Closet Organizers And Storage, 4 Pack Storage Bins Baskets for Organization Foldable Organizer with Clear Window Organizing Clothing, Jeans, Shelves","['Home & Kitchen', 'home-garden']",US,19.99,5.6,1.6,8.03,0.15,2661.0,1025.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CD45XMBX; parent B0FS1PJS58; brand Pradnel,https://www.amazon.com/dp/B0CD45XMBX,35.0,Reject,1.76,0.0881,4687.35,87.3,14.3,10.5,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Open Storage Bins,B0CBMSFGQ3,B0CP9295K3,"UBBCARE Set of 4 Storage Cubes-13 X 13 X 13 In, Cotton Rope Basket for Shelves, Toys, Book, Cube Storage Bin with Handles, Woven Storage Basket for Organizing, Beige","['Home & Kitchen', 'home-garden']",US,52.99,14.84,4.24,10.42,0.15,2239.0,1202.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CBMSFGQ3; parent B0CP9295K3; brand UBBCARE,https://www.amazon.com/dp/B0CBMSFGQ3,35.0,Reject,15.54,0.2933,34797.42,87.3,14.3,46.9,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Open Storage Bins,B0CMZ7L4WN,B0GMHYHLZ3,"CleverMade Collapsible Milk Crate, Red, 1PK - 25L (6 Gal) Stackable Storage Bins, Holds 50lbs Per Bin - Clevercrates are Heavy Duty, Plastic Collapsible Storage Crate for Multi Purposes | Organize Files, Groceries, and Gear in One Crate | Built-In Rails Hold Letter Folders, While the Frame Stacks Securely","['Office Products', 'office-products']",US,24.99,7.0,2.0,7.74,0.15,1894.0,1673.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,70.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CMZ7L4WN; parent B0GMHYHLZ3; brand CleverMade,https://www.amazon.com/dp/B0CMZ7L4WN,35.0,Reject,4.5,0.1801,8525.84,87.3,14.3,20.0,32.0,68.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Open Storage Bins,B0FM3K32L9,B0H5HNZTRM,"Accenter Tshirt Organize for Closet Storage,Shelves for Bedroom Storage","['Home & Kitchen', 'home-garden']",US,44.99,12.6,3.6,8.89,0.15,1509.0,516.0,3.9,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FM3K32L9; parent B0H5HNZTRM; brand Accenter,https://www.amazon.com/dp/B0FM3K32L9,35.0,Reject,13.15,0.2923,19845.61,87.3,30.3,41.9,31.0,69.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Open Storage Bins,B0GR4GNR5F,B0GZHFVRFF,"Stowsia Storage Cubes 8 Pack, 11 Inch Fabric Storage Cubes Organizer Bins with Labels, Odor-Free & Sturdy PP Structure, Cubby Baskets for Closet, Shelves, Toys & Nursery (Beige)","['Home & Kitchen', 'home-garden']",US,25.99,7.28,2.08,8.38,0.15,1499.0,95.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0GR4GNR5F; parent B0GZHFVRFF; brand Stowsia,https://www.amazon.com/dp/B0GR4GNR5F,35.0,Reject,4.35,0.1674,6522.9,87.3,58.3,15.8,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Open Storage Bins,B00JXFREES,B00JXFREES,"Deco 79 Seagrass Storage Basket, Large Woven Basket, 20“ x 18“ x 19“, Brown","['Home & Kitchen', 'home-garden']",US,19.99,5.6,1.6,3.6,0.15,1429.0,1569.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,50.0,20.0,42.5,C,"observed:sales,reviews,rating; estimated:price,fba_fee,search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B00JXFREES; parent B00JXFREES; brand deco 79,https://www.amazon.com/dp/B00JXFREES,35.0,Reject,6.19,0.3097,8847.65,87.3,14.3,30.3,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk; evidence confidence below supplier-validation threshold,,hard oversize/logistics risk,,,,,,,,,,,,
category:Open Storage Bins,B0G6TD4QST,B0G6THRNCR,"JMvicyroam 65L Large Woven Cotton Rope Blanket Basket, Oatmeal | Blanket Storage for Living Room or Bedroom Use, Freestanding with Reinforced Handles, Entire Basket is Machine Washable","['Home & Kitchen', 'home-garden']",US,22.99,6.44,1.84,8.5,0.15,1404.0,125.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0G6TD4QST; parent B0G6THRNCR; brand JMvicyroam,https://www.amazon.com/dp/B0G6TD4QST,35.0,Reject,2.76,0.1201,3877.15,87.3,50.8,8.2,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Open Storage Bins,B078H6ZW2T,B0BS9MFQLG,"MAX Houser 6 Pack Foldable Fabric Storage Bins with Handles, Black","['Home & Kitchen', 'home-garden']",US,22.99,6.44,1.84,9.07,0.15,1379.0,1057.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B078H6ZW2T; parent B0BS9MFQLG; brand MAX Houser,https://www.amazon.com/dp/B078H6ZW2T,35.0,Reject,2.19,0.0953,3022.08,87.3,14.3,5.8,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Open Storage Bins,B0BQC3SRHC,B0CXXTSXTT,"Fordonral 4 Pack Linen Storage Bins, Storage Containers for Organizing Clothing, Jeans, Toys, Books, Shelves, Closet, Wardrobe - Closet Organizers and Storage, Large Storage Boxes Baskets with Window","['Home & Kitchen', 'home-garden']",US,19.99,5.6,1.6,7.74,0.15,1361.0,784.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0BQC3SRHC; parent B0CXXTSXTT; brand Fordonral,https://www.amazon.com/dp/B0BQC3SRHC,35.0,Reject,2.05,0.1026,2792.09,87.3,24.3,5.1,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Open Storage Bins,B08L3K1R61,B0DHWZ99VK,"DIMJ Storage Cubes, 11x 11 inch Cube Storage Bin, 6 Pack Closet organizers and storage Bins with Window, Collapsible Baskets with Handle for Shelves, Clothes, Toys, Books (Grey)","['Home & Kitchen', 'home-garden']",US,20.88,5.85,1.67,8.05,0.15,1149.0,1512.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B08L3K1R61; parent B0DHWZ99VK; brand DIMJ,https://www.amazon.com/dp/B08L3K1R61,35.0,Reject,2.18,0.1043,2502.52,87.3,14.3,4.3,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Open Storage Bins,B0BZMFVLGK,B0FVSM6JS5,"Fordonral Pack of 3 Large Capacity Storage Bins Closet Organizer System, Sturdy Foldable Storage Boxes for Organizing Clothing, Sheets, Toys, Books - Shelf Organizer Shelves Basket Storage Bin","['Home & Kitchen', 'home-garden']",US,16.99,4.76,1.36,11.9,0.15,1063.0,1213.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0BZMFVLGK; parent B0FVSM6JS5; brand Fordonral,https://www.amazon.com/dp/B0BZMFVLGK,35.0,Reject,-3.58,-0.2106,-3803.95,87.3,14.3,0.0,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Open Storage Bins,B0CQYZ8PKY,B0CQYWP76M,"MidmmVick 13 x 13 Inch Cube Storage Bins, 6 Pack Extra Large Collapsible Fabric Storage Bin with Ropes, Foldable Storage Cubes for Home (White & Beige-13“x13“x13“)","['Home & Kitchen', 'home-garden']",US,39.99,11.2,3.2,10.41,0.15,1047.0,625.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CQYZ8PKY; parent B0CQYWP76M; brand MidmmVick,https://www.amazon.com/dp/B0CQYZ8PKY,35.0,Reject,9.18,0.2296,9613.03,87.3,24.3,28.4,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Open Storage Bins,B0CM9LDQP3,B0CP93FV1P,SNWDN 6 Pack Closet Cloth Storage Bins with Handles（ Gray 15’’L x 10.2’’W x 8.2’’H）,"['Home & Kitchen', 'home-garden']",US,35.99,10.08,2.88,13.24,0.15,1001.0,295.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CM9LDQP3; parent B0CP93FV1P; brand SNWDN,https://www.amazon.com/dp/B0CM9LDQP3,35.0,Reject,4.39,0.122,4395.89,87.3,36.8,9.7,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Open Storage Bins,B0H834VQYW,B0D5HPRKX2,OIAHOMY 2 PACK Tall Storage baskets 30L Collapsible Storage Bins Pure Brown,"['Home & Kitchen', 'home-garden']",US,30.99,8.68,2.48,12.67,0.15,984.0,415.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,70.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0H834VQYW; parent B0D5HPRKX2; brand OIAHOMY,https://www.amazon.com/dp/B0H834VQYW,35.0,Reject,2.51,0.081,2471.32,87.3,24.3,4.2,32.0,68.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Open Storage Bins,B08FJ9DPR2,B0BC3LRHVQ,"Fabric storage cubes (Set of 8) 11 Inch Cube Storage Bin, cube storage with 8 Labels Window Cards & a Pen, Foldable cube organizer bins, 11x11 storage bin, Cubby Organizer bins, Gray","['Home & Kitchen', 'home-garden']",US,36.99,10.36,2.96,9.32,0.15,946.0,897.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B08FJ9DPR2; parent B0BC3LRHVQ; brand artsdi,https://www.amazon.com/dp/B08FJ9DPR2,35.0,Reject,8.8,0.2379,8326.22,87.3,14.3,27.6,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Open Storage Bins,B0B4Z845NT,B0BHGR1XKV,"United Solutions Easy-Access Storage Rope Handle Tub, 19 Gallon, Blue, 2 Count (TU0335)","['Home & Kitchen', 'home-garden']",US,51.57,14.44,4.13,62.39,0.15,915.0,419.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0B4Z845NT; parent B0BHGR1XKV; brand United Solutions,https://www.amazon.com/dp/B0B4Z845NT,35.0,Reject,-37.13,-0.7199,-33969.83,87.3,24.3,0.0,31.0,69.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Open Storage Bins,B0DPD9VXGQ,B0GQ2XVD5C,"ORGIDOL 10 Pack Colorful Plastic Storage Bins, Storage Container for Organizing, Colored Storage Boxes with Handle for Shelves, Cute Organizer Bins for Craft, Snacks, Cabinet, 9.69x6.7x5.7 inch","['Home & Kitchen', 'home-garden']",US,25.99,7.28,2.08,10.13,0.15,912.0,203.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DPD9VXGQ; parent B0GQ2XVD5C; brand ORGIDOL,https://www.amazon.com/dp/B0DPD9VXGQ,35.0,Reject,2.6,0.1001,2372.57,87.3,36.8,3.9,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Open Storage Bins,B0F4DJM1C1,B0FCG2BNC7,"Homsorout Large Closet Organizers and Storage Bins - 8 Pack Trapezoid Storage Baskets for Shelves, Foldable Fabric Baskets with Handles Ideal for Closet, Basket, Wardrobe and Shelf Storage, Beige","['Home & Kitchen', 'home-garden']",US,29.99,8.4,2.4,9.31,0.15,903.0,195.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0F4DJM1C1; parent B0FCG2BNC7; brand Homsorout,https://www.amazon.com/dp/B0F4DJM1C1,35.0,Reject,5.38,0.1794,4859.49,87.3,46.8,11.8,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Open Storage Bins,B0DXPXPYZ3,B0D3LK5L6Z,OIAHOMY 3 PACK Cube Storage Bin 13 Inch Collapsible Storage Cube Brown,"['Home & Kitchen', 'home-garden']",US,39.99,11.2,3.2,9.76,0.15,896.0,378.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DXPXPYZ3; parent B0D3LK5L6Z; brand OIAHOMY,https://www.amazon.com/dp/B0DXPXPYZ3,35.0,Reject,9.83,0.2458,8809.02,87.3,36.8,29.7,31.0,69.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
