source_strategy,source_asin,source_parent_asin,product_name,category,marketplace,target_price,cost,shipping,fba_fee,referral_fee_rate,est_monthly_sales,avg_review_count,avg_rating,top10_review_share,keyword_search_volume,keyword_cpc,seasonality_score,differentiation_score,compliance_risk,fragile_risk,oversize_risk,notes,listing_url,market_data_completeness,profit_data_confidence,evidence_confidence,evidence_grade,profit_estimate_status,opportunity_score,recommendation,gross_profit_per_unit,gross_margin,monthly_gross_profit,demand_score,competition_score,profitability_score,risk_score,risk_control_score,key_flags,brand_moat_reason,hard_stop_reason,archive_key,archive_first_seen,archive_last_seen,archive_seen_count,archive_best_score,archive_latest_score,archive_best_recommendation,archive_latest_recommendation,archive_status,archive_last_run_id,research_status,archive_notes
category:Outdoor Trash Cans,B0D8BDR65F,B0H5TT8WK1,"Pupzle Dog Poop Trash Can Outside, 3.2 Gal Outdoor Dog Poop Trash Can | Metal, Waste Container with Pedal, Garbage Poop Bin, Poo Bucket Outdoor with Lid for Backyard Odor Control, 30 Bags","['Home & Kitchen', 'home-garden']",US,59.87,16.76,4.79,16.22,0.15,2568.0,890.0,4.2,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0D8BDR65F; parent B0H5TT8WK1; brand Pupzle,https://www.amazon.com/dp/B0D8BDR65F,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,13.12,0.2191,33690.88,87.3,18.3,36.2,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; review count above 600; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Outdoor Trash Cans,B0D1BKWJHN,B0D8SFN3TP,"Devoko 33 Gallon Outdoor Trash Can, Hideaway Garbage Bins with Tiered Lid | Waterproof Resin Outside Waste Bins for Patio, Outside Pool, Backyard and Deck","['Home & Kitchen', 'home-garden']",US,47.69,13.35,3.82,8.58,0.15,1388.0,619.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,85.0,Imported from Sorftime; ASIN B0D1BKWJHN; parent B0D8SFN3TP; brand Devoko,https://www.amazon.com/dp/B0D1BKWJHN,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,14.79,0.3101,20523.66,87.3,24.3,47.6,35.0,65.0,hard oversize/logistics risk; gross margin below 35%; review count above 600; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Outdoor Trash Cans,B0CWR72MPP,B0D3H8LN6N,"Flamaker 30 Gallon Trash Can, Resin Outdoor Garbage Can with Lid | Waterproof Hideaway Patio Waste Bins for Outside Use","['Home & Kitchen', 'home-garden']",US,47.99,13.44,3.84,8.64,0.15,1006.0,437.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,85.0,Imported from Sorftime; ASIN B0CWR72MPP; parent B0D3H8LN6N; brand Flamaker,https://www.amazon.com/dp/B0CWR72MPP,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,14.87,0.3099,14960.73,87.3,28.3,47.7,35.0,65.0,hard oversize/logistics risk; gross margin below 35%; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Outdoor Trash Cans,B0FJDFNPX6,B0FJD757PP,"Outdoor Trash Can with Lid, Waterproof Plastic Outdoor Garbage Can with Drip Tray, Large Trash Can Outside for Patio, Garage, Pool, Garden, Backyard & Deck, Black (31 Gallon)","['Home & Kitchen', 'home-garden']",US,59.99,16.8,4.8,10.8,0.15,735.0,159.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,85.0,Imported from Sorftime; ASIN B0FJDFNPX6; parent B0FJD757PP; brand WTFGO,https://www.amazon.com/dp/B0FJDFNPX6,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,18.59,0.3099,13664.75,87.3,46.8,55.2,35.0,65.0,hard oversize/logistics risk; gross margin below 35%; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Outdoor Trash Cans,B0FFGJH118,B0FR9KTJFZ,"Dog Poop Trash Can Outside with Odor Control Lid & Step Pedal, 3.2Gal Stainless Steel Outdoor Trash Can, Waterproof Dog Waste Container - Includes 3 Carbon Filters & Bin Bag Holder","['Home & Kitchen', 'home-garden']",US,54.91,15.37,4.39,11.18,0.15,662.0,128.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0FFGJH118; parent B0FR9KTJFZ; brand organizelink,https://www.amazon.com/dp/B0FFGJH118,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,15.73,0.2865,10415.58,87.3,50.8,46.3,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Tune-Up Kits,B09Z1SKRBX,B09Z1SKRBX,"GX160 GX200 Carburetor Compatible with Honda GX120 GX140 GX 160 GX168 GX200 5HP 5.5HP 6.5HP Engine, GX160 Carburetor + Recoil Starter + Ignition Coil + Air Filter Tune Up Kit","['Patio, Lawn & Garden', 'lawn-garden']",US,23.99,6.72,1.92,6.36,0.15,567.0,657.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,45.0,Imported from Sorftime; ASIN B09Z1SKRBX; parent B09Z1SKRBX; brand HOOTO,https://www.amazon.com/dp/B09Z1SKRBX,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,5.39,0.2247,3056.98,87.3,24.3,6.7,27.0,73.0,gross margin below 35%; unit profit below $8; review count above 600; evidence confidence below supplier-validation threshold; landed cost still estimated,,,,,,,,,,,,,,
category:Belts,B0GH739DF8,B0G2L3WN7J,"TURFPULSE Lawn Mower Deck Belt 130-0843 130-0843-SL for Toro TimeCutter 54“ Exmark Quest E-Series Zero-Turn Mower Replacement Part Accessories, 1/2 Inch x 145 Inch","['Patio, Lawn & Garden', 'lawn-garden']",US,22.99,6.44,1.84,5.36,0.15,1961.0,153.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0GH739DF8; parent B0G2L3WN7J; brand TURFPULSE,https://www.amazon.com/dp/B0GH739DF8,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,5.9,0.2567,11572.84,87.3,50.8,22.7,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; unit profit below $8; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Blades,B0G2KW4QYN,B0HCNPRGGC,"GICOOL 6-Pack 91-626 Lawn Mower Blades, Compatible with Scag, Ferris, Bad Boy 61“ Decks, Replaces 48111, 481708, 5101755, 5022808ASM","['Patio, Lawn & Garden', 'lawn-garden']",US,52.09,14.59,4.17,16.78,0.15,2881.0,172.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,85.0,Imported from Sorftime; ASIN B0G2KW4QYN; parent B0HCNPRGGC; brand GICOOL,https://www.amazon.com/dp/B0G2KW4QYN,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,8.74,0.1677,25169.86,87.3,46.8,27.5,35.0,65.0,hard oversize/logistics risk; gross margin below 35%; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Blades,B0D3KTZB8D,B0FS1FR623,JYLEYJ 115-9649-03 High Lift Blades Fit for Toro 60“ Decks TimeCutter Titan Z Master Max ZX MX 6000 6020 6050 6080 Zero Turn Mower Replace 105-7718-03 038-6050-00 133-2127 103-2530 115-9649-03p,"['Patio, Lawn & Garden', 'lawn-garden']",US,44.99,12.6,3.6,14.11,0.15,2429.0,354.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0D3KTZB8D; parent B0FS1FR623; brand JYLEYJ,https://www.amazon.com/dp/B0D3KTZB8D,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,7.93,0.1763,19265.61,87.3,40.8,25.9,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; unit profit below $8; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Blades,B0FZB9Y61V,B0GWKS7T3H,"942-04308 Mower Blades with Nut for Cub Cadet 42 inch Mower Blades | Fit Cub Cadet ZT1 42 XT1 LT42 Craftsman T110 LT2000, Replace Troy Bilt 42 inch Mower Blades 942-04312 942-04308A High Lift","['Patio, Lawn & Garden', 'lawn-garden']",US,26.95,7.55,2.16,8.89,0.15,2401.0,182.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0FZB9Y61V; parent B0GWKS7T3H; brand POSEAGLE,https://www.amazon.com/dp/B0FZB9Y61V,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,4.31,0.1598,10342.31,87.3,50.8,20.0,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; unit profit below $8; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Blades,B0CZ91G8YF,B0H9QGFMS2,JSXDNWYJ 115-5059-03 110-6837-03 112-9759-03 79016P High Lift Mower Blades Compatible with Tor o TimeCutter 50 inch Deck MX5060 SS5000 SS5060 SS5035 MX5025 MX3450 MX5075 MX5050 MX5000 (3 Pack),"['Patio, Lawn & Garden', 'lawn-garden']",US,28.99,8.12,2.32,8.22,0.15,2266.0,78.0,4.1,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0CZ91G8YF; parent B0H9QGFMS2; brand JSXDNWYJ,https://www.amazon.com/dp/B0CZ91G8YF,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,5.98,0.2063,13554.08,87.3,60.3,22.0,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; unit profit below $8; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Blades,B0G1LTV422,B0FPFRK3XX,"TENGMUJX K5613-34340 Mower Blade Fit for Kubota 54“ Deck KW421-3, Z422KW, Z724-3, RCK54P-400Z, RCK54P-781Z Lawn Mower High Lift Blade Replaces K5613-34340 (3 Pack)","['Patio, Lawn & Garden', 'lawn-garden']",US,45.99,12.88,3.68,13.73,0.15,1925.0,309.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0G1LTV422; parent B0FPFRK3XX; brand TENGMUJX,https://www.amazon.com/dp/B0G1LTV422,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,8.8,0.1914,16942.89,87.3,40.8,27.6,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Blades,B0D4LTPYWM,B0D4LTPYWM,42“ Deck Replacement High Lift Blades for 942-04308 942-04308A 742-04308 742-04312 942-04312- Compatible with Cub Cadet XT1-LT42 XT2-LX42 Riding Mower Craftsman LT1500 Troy Bilt Bronco 42 - 2 Pack,"['Patio, Lawn & Garden', 'lawn-garden']",US,22.99,6.44,1.84,10.95,0.15,1658.0,288.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0D4LTPYWM; parent B0D4LTPYWM; brand ZALANA,https://www.amazon.com/dp/B0D4LTPYWM,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,0.31,0.0135,516.47,87.3,36.8,0.0,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; unit profit below $8; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Deck Parts,B0DSPJR6S5,B0F32PXX8S,"CheeMuii 4Pack AM125172 Lawn Mower Deck Wheels with Full Set Bolts Bushings | 5“ Mower Deck Gauge Wheel Replace for AM125172 AM124706 210-300 Compatible with John Deere 48“, 54“, 60“, 62“, 72“ Mower Deck","['Patio, Lawn & Garden', 'lawn-garden']",US,25.37,7.1,2.03,8.73,0.15,906.0,217.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0DSPJR6S5; parent B0F32PXX8S; brand CheeMuii,https://www.amazon.com/dp/B0DSPJR6S5,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,3.7,0.146,3356.28,87.3,36.8,6.7,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; unit profit below $8; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Deck Parts,B08C2HGKN4,B0DV3HG3SF,GY21098 AUC15811 GY20454 GY20867 GY20962 Spindle Assembly Fit for 42“ 48“ Deck John Deere LA100 LA110 LA115 LA120 LA125 LA145 LA105 D110 D130 D125 D140 E140 E130 Lawn Mower Parts 2 Pack,"['Patio, Lawn & Garden', 'lawn-garden']",US,40.99,11.48,3.28,8.99,0.15,841.0,391.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B08C2HGKN4; parent B0DV3HG3SF; brand TENGMUJX,https://www.amazon.com/dp/B08C2HGKN4,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,11.09,0.2706,9327.95,87.3,36.8,34.9,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Handle Parts,B0DGLGJNKR,B0DGLGJNKR,"Zero Turn Mower Handle, 5 Gallon Bucket Bracket Holder with Clip, Lawn Mower Accessories Mounting Handle Kit for Outdoor Garden Trash Yard Cleaning Grabber Tool, Black","['Patio, Lawn & Garden', 'lawn-garden']",US,32.99,9.24,2.64,8.49,0.15,358.0,296.0,4.2,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0DGLGJNKR; parent B0DGLGJNKR; brand CAROD,https://www.amazon.com/dp/B0DGLGJNKR,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,7.67,0.2325,2746.4,63.6,40.8,10.3,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; unit profit below $8; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Pulleys,B098MWDR2M,B0GX1539XC,"NICHEFLAG 2 Pack 1-633109 Idler Pulley for eXmark 60“, Lazer Z 60“ Decks | Replace eXmark 126-7685 Idler Pulley 132-9424 116-4667 Husqvarna 539102610 for Toro 60“ Z400 Z500 Z553 Z580 Z Master 60“ Deck","['Patio, Lawn & Garden', 'lawn-garden']",US,29.99,8.4,2.4,8.02,0.15,394.0,29.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B098MWDR2M; parent B0GX1539XC; brand NICHEFLAG,https://www.amazon.com/dp/B098MWDR2M,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,6.67,0.2225,2628.57,69.6,63.3,8.0,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; unit profit below $8; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Pulleys,B0DNQ2VVLP,B0H2YH6XX8,GCCSJ Lawn Mower Spindle with Pulley for Husqvarna YTH22V46 Ariens Poulan Jonsered Mandrel Assembly Compatible with 532187292 532192870 187292 532187281 21546238 21546299 197473 532195945 21546446,"['Patio, Lawn & Garden', 'lawn-garden']",US,25.99,7.28,2.08,8.02,0.15,317.0,23.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0DNQ2VVLP; parent B0H2YH6XX8; brand GCCSJ,https://www.amazon.com/dp/B0DNQ2VVLP,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,4.71,0.1813,1493.55,56.8,63.3,1.4,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; unit profit below $8; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Recoil Springs,B0FG997WS1,B0FJ2RL35G,Genuine Recoil Starter Assy. *NH1* 28400-ZDJ-003ZB Genuine Emblem 87521-ZDJ-010 for Honda GXR120RT GXR120,"['Patio, Lawn & Garden', 'lawn-garden']",US,39.95,11.19,3.2,5.36,0.15,241.0,13.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0FG997WS1; parent B0FJ2RL35G; brand KINDZA,https://www.amazon.com/dp/B0FG997WS1,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,14.21,0.3556,3424.01,44.1,64.3,39.4,22.0,78.0,excluded title term: genuine recoil starter; evidence confidence below supplier-validation threshold; landed cost still estimated,,excluded title term: genuine recoil starter,,,,,,,,,,,,
category:Tires,B0GSR9TX2Z,B0HCBJ65PZ,"2 Pack 15x6.00-6 Lawn Mower Front Tire and Wheel Assembly, Fits John Deere Riding Mowers 100 & 300 Series, 3“ Offset Hub, 3/4“, 5/8“ & 1/2“ Bushings","['Patio, Lawn & Garden', 'lawn-garden']",US,74.99,21.0,6.0,22.14,0.15,3196.0,533.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,85.0,Imported from Sorftime; ASIN B0GSR9TX2Z; parent B0HCBJ65PZ; brand Makorae,https://www.amazon.com/dp/B0GSR9TX2Z,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,14.6,0.1947,46666.39,87.3,24.3,39.2,35.0,65.0,hard oversize/logistics risk; gross margin below 35%; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Tires,B0BK4KY7ZS,B0BK4KY7ZS,15x6.00-6 Lawn Mower Tire and Wheel Front Tire Compatible with John Deere Craftsman Husqvarna Riding Mowers Lawn Tractors,"['Patio, Lawn & Garden', 'lawn-garden']",US,58.97,16.51,4.72,17.47,0.15,2725.0,1239.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,85.0,Imported from Sorftime; ASIN B0BK4KY7ZS; parent B0BK4KY7ZS; brand CMOOD,https://www.amazon.com/dp/B0BK4KY7ZS,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,11.42,0.1937,31131.76,87.3,18.3,32.8,35.0,65.0,hard oversize/logistics risk; gross margin below 35%; review count above 600; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Tires,B0CPVDLM8P,B0CXJJXT2F,"phepetroll 15x6.00-6nhs Lawn Mower Front Tire 4 Ply 15x6x6 Lawn Mower 570 Lbs Tire and Wheel with 3/4“ Iron Bushing and 12 Spacers, Replacement for Garden Lawn Tractor Riding Lawn Mowers, 2 Pack","['Patio, Lawn & Garden', 'lawn-garden']",US,59.91,16.77,4.79,17.9,0.15,2077.0,193.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,85.0,Imported from Sorftime; ASIN B0CPVDLM8P; parent B0CXJJXT2F; brand phepetroll,https://www.amazon.com/dp/B0CPVDLM8P,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,11.46,0.1913,23809.69,87.3,46.8,32.9,35.0,65.0,hard oversize/logistics risk; gross margin below 35%; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Tires,B0FX3YWZ72,B0HC3CBMZB,"GICOOL 9x3.50-4 Zero Turn Mower Flat Free Tire and Wheel Assembly, Smooth Tread Front Tires for ZTR Mowers, 1/2‘‘ & 3/4“ & 5/8“ Bearing Bore, Adjustable Centered Hub Length 3.5“-4“-4.5“-5“, 2-Pack","['Patio, Lawn & Garden', 'lawn-garden']",US,44.99,12.6,3.6,13.95,0.15,1766.0,572.0,4.2,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0FX3YWZ72; parent B0HC3CBMZB; brand GICOOL,https://www.amazon.com/dp/B0FX3YWZ72,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,8.09,0.1799,14289.59,87.3,28.3,26.2,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Tires,B0F37QW16K,B0DRP85JH4,"MAXROLLORS (2 Pack) 13x5.00-6 Lawn Mower Tires Tubeless, Replacement 13x5-6 Zero Turn Riding Mower Tire Smooth,4-Ply","['Patio, Lawn & Garden', 'lawn-garden']",US,54.99,15.4,4.4,14.94,0.15,1521.0,319.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0F37QW16K; parent B0DRP85JH4; brand MAXROLLORS,https://www.amazon.com/dp/B0F37QW16K,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,12.0,0.2182,18254.28,87.3,36.8,34.0,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Tires,B0DSW3B32R,B0DSW3513W,"11x4.00-5 Flat Free Tire and Wheel (2 Pack),Universal 11x4-5 Solid Smooth Tractor Turf Tire with Rim, 3.4' Centered Hub and 3/4' & 5/8' Bushing, For Zero Turn Mowers and Riding Lawn Mower","['Patio, Lawn & Garden', 'lawn-garden']",US,54.99,15.4,4.4,13.36,0.15,1059.0,80.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,85.0,Imported from Sorftime; ASIN B0DSW3B32R; parent B0DSW3513W; brand Wiltire,https://www.amazon.com/dp/B0DSW3B32R,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,13.58,0.247,14382.81,87.3,58.3,37.2,35.0,65.0,hard oversize/logistics risk; gross margin below 35%; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Wheels,B0F3HJTW2H,B0FG2NLQ84,CheeMuii 4Pack Lawn Mower Deck Wheels Kit for 022-5234-98 103-4051 103-7263 | Heavy-duty Lawn Mower Deck Anti Scalp Deck Wheels Replace for Bad Boy 022-5234-98 Replace for Exmark 103-4051 103-7263 Etc,"['Patio, Lawn & Garden', 'lawn-garden']",US,24.29,6.8,1.94,8.58,0.15,1846.0,329.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0F3HJTW2H; parent B0FG2NLQ84; brand CheeMuii,https://www.amazon.com/dp/B0F3HJTW2H,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,3.33,0.1369,6140.72,87.3,36.8,14.7,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; unit profit below $8; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Wheels,B0C5HC7WKN,B0FK9PZH59,"4 Pack AM125172 Plastic Deck Gauge Wheel Kit Compatible with John Deere 48“, 54“, 60“, 62“, 72“ Deck Lawn Tractor Mowers Wheel Kit, AM124706, 210-300","['Patio, Lawn & Garden', 'lawn-garden']",US,25.99,7.28,2.08,8.82,0.15,1095.0,430.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,Imported from Sorftime; ASIN B0C5HC7WKN; parent B0FK9PZH59; brand sixcow,https://www.amazon.com/dp/B0C5HC7WKN,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,3.91,0.1505,4283.09,87.3,28.3,9.4,31.0,69.0,hard oversize/logistics risk; gross margin below 35%; unit profit below $8; oversize risk; evidence confidence below supplier-validation threshold; landed cost still estimated,,hard oversize/logistics risk,,,,,,,,,,,,
category:Disposable Cups,B0DT4NV7CZ,B0FCNZ11MC,"Westrick Penn State Nittany Lions 16oz Plastic Cups, 16 Pack – Officially Licensed Penn State University Disposable Party Cups with Logo – Tailgating, Game Day, Graduation Parties & Fan Celebrations","['Sports & Outdoors', 'sporting-goods']",US,19.97,5.59,1.6,4.82,0.15,294.0,146.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0DT4NV7CZ; parent B0FCNZ11MC; brand Westrick,https://www.amazon.com/dp/B0DT4NV7CZ,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,4.96,0.2486,1459.56,53.0,46.8,1.3,22.0,78.0,excluded title term: officially licensed; gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,excluded title term: officially licensed,,,,,,,,,,,,
category:Beer Glasses,B0FZM9N9TL,B0FZM9N9TL,"Official FIFA World Cup 2026 Edition - 17oz Pilsner Beer Glass & 6-Inch Trophy Bottle Opener Gift Set - 1 of Each - Perfect for Parties, Mancaves, Gamedays, Tailgates, BBQ’s - Collectors Drinkware Set","['Sports & Outdoors', 'sporting-goods']",US,39.99,11.2,3.2,5.94,0.15,1282.0,124.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0FZM9N9TL; parent B0FZM9N9TL; brand Wagon International,https://www.amazon.com/dp/B0FZM9N9TL,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,13.65,0.3414,17501.22,87.3,46.8,49.5,22.0,78.0,excluded title term: official fifa; gross margin below 35%; evidence confidence below supplier-validation threshold; landed cost still estimated,,excluded title term: official fifa,,,,,,,,,,,,
category:Beer Glasses,B0FXY2TSPQ,B0GCFCHMV1,Official FIFA World Cup 2026 Edition 17oz Shatterproof Pilsner Beer Cup,"['Sports & Outdoors', 'sporting-goods']",US,16.99,4.76,1.36,4.48,0.15,408.0,86.0,4.2,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0FXY2TSPQ; parent B0GCFCHMV1; brand Wagon International,https://www.amazon.com/dp/B0FXY2TSPQ,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,3.84,0.2261,1567.33,72.0,58.3,1.6,22.0,78.0,excluded title term: official fifa; gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,excluded title term: official fifa,,,,,,,,,,,,
category:Beer Glasses,B0FXYC8JLR,B0FXYC8JLR,"Official FIFA World Cup 2026 Edition 11oz Trophy Beer Glass | Collector‘s Item, Durable & Elegant, Perfect for Everyday Enjoyment","['Sports & Outdoors', 'sporting-goods']",US,24.99,7.0,2.0,4.89,0.15,319.0,44.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,Imported from Sorftime; ASIN B0FXYC8JLR; parent B0FXYC8JLR; brand Wagon International,https://www.amazon.com/dp/B0FXYC8JLR,0.0,0.0,35.0,D,estimated_or_unverified,35.0,Reject,7.35,0.2942,2345.13,57.1,63.3,14.4,22.0,78.0,excluded title term: official fifa; gross margin below 35%; unit profit below $8; evidence confidence below supplier-validation threshold; landed cost still estimated,,excluded title term: official fifa,,,,,,,,,,,,
